nohup: ignoring input
[31mremove contents of directory data/record/if_nerf/xyzc_313[0m
eta: 0:16:06  epoch: 0  step: 1  img_loss: 0.3326  loss: 0.3326  data: 1.0856  batch: 1.9375  lr: 0.005000  max_mem: 183
eta: 0:10:35  epoch: 0  step: 2  img_loss: 0.2388  loss: 0.2388  data: 0.7461  batch: 1.2764  lr: 0.005000  max_mem: 201
eta: 0:07:17  epoch: 0  step: 3  img_loss: 0.2134  loss: 0.2134  data: 0.5032  batch: 0.8807  lr: 0.005000  max_mem: 201
eta: 0:05:33  epoch: 0  step: 4  img_loss: 0.2046  loss: 0.2046  data: 0.3783  batch: 0.6718  lr: 0.005000  max_mem: 201
eta: 0:04:43  epoch: 0  step: 5  img_loss: 0.1928  loss: 0.1928  data: 0.3028  batch: 0.5719  lr: 0.005000  max_mem: 201
eta: 0:04:03  epoch: 0  step: 6  img_loss: 0.1874  loss: 0.1874  data: 0.2548  batch: 0.4920  lr: 0.005000  max_mem: 201
eta: 0:03:33  epoch: 0  step: 7  img_loss: 0.1811  loss: 0.1811  data: 0.2195  batch: 0.4338  lr: 0.005000  max_mem: 201
eta: 0:03:09  epoch: 0  step: 8  img_loss: 0.1804  loss: 0.1804  data: 0.1927  batch: 0.3856  lr: 0.005000  max_mem: 201
eta: 0:02:58  epoch: 0  step: 9  img_loss: 0.1765  loss: 0.1765  data: 0.1807  batch: 0.3641  lr: 0.005000  max_mem: 201
eta: 0:02:42  epoch: 0  step: 10  img_loss: 0.1759  loss: 0.1759  data: 0.1629  batch: 0.3318  lr: 0.005000  max_mem: 201
eta: 0:02:28  epoch: 0  step: 11  img_loss: 0.1744  loss: 0.1744  data: 0.1482  batch: 0.3039  lr: 0.005000  max_mem: 201
eta: 0:02:17  epoch: 0  step: 12  img_loss: 0.1723  loss: 0.1723  data: 0.1359  batch: 0.2816  lr: 0.005000  max_mem: 201
eta: 0:02:09  epoch: 0  step: 13  img_loss: 0.1703  loss: 0.1703  data: 0.1255  batch: 0.2661  lr: 0.005000  max_mem: 201
eta: 0:02:01  epoch: 0  step: 14  img_loss: 0.1683  loss: 0.1683  data: 0.1177  batch: 0.2499  lr: 0.005000  max_mem: 201
eta: 0:01:55  epoch: 0  step: 15  img_loss: 0.1688  loss: 0.1688  data: 0.1099  batch: 0.2372  lr: 0.005000  max_mem: 201
eta: 0:01:48  epoch: 0  step: 16  img_loss: 0.1681  loss: 0.1681  data: 0.1031  batch: 0.2234  lr: 0.005000  max_mem: 201
eta: 0:01:43  epoch: 0  step: 17  img_loss: 0.1668  loss: 0.1668  data: 0.0971  batch: 0.2149  lr: 0.005000  max_mem: 201
eta: 0:01:40  epoch: 0  step: 18  img_loss: 0.1665  loss: 0.1665  data: 0.0945  batch: 0.2086  lr: 0.005000  max_mem: 201
eta: 0:01:36  epoch: 0  step: 19  img_loss: 0.1653  loss: 0.1653  data: 0.0905  batch: 0.1999  lr: 0.005000  max_mem: 201
eta: 0:01:32  epoch: 0  step: 20  img_loss: 0.1656  loss: 0.1656  data: 0.0861  batch: 0.1918  lr: 0.005000  max_mem: 201
eta: 0:01:29  epoch: 0  step: 21  img_loss: 0.1575  loss: 0.1575  data: 0.0319  batch: 0.1000  lr: 0.005000  max_mem: 201
eta: 0:01:26  epoch: 0  step: 22  img_loss: 0.1585  loss: 0.1585  data: 0.0116  batch: 0.0721  lr: 0.005000  max_mem: 201
eta: 0:01:23  epoch: 0  step: 23  img_loss: 0.1577  loss: 0.1577  data: 0.0108  batch: 0.0689  lr: 0.005000  max_mem: 201
eta: 0:01:22  epoch: 0  step: 24  img_loss: 0.1562  loss: 0.1562  data: 0.0148  batch: 0.0744  lr: 0.005000  max_mem: 201
eta: 0:01:20  epoch: 0  step: 25  img_loss: 0.1569  loss: 0.1569  data: 0.0160  batch: 0.0692  lr: 0.005000  max_mem: 201
eta: 0:01:18  epoch: 0  step: 26  img_loss: 0.1577  loss: 0.1577  data: 0.0154  batch: 0.0666  lr: 0.005000  max_mem: 201
eta: 0:01:15  epoch: 0  step: 27  img_loss: 0.1579  loss: 0.1579  data: 0.0150  batch: 0.0650  lr: 0.005000  max_mem: 201
eta: 0:01:13  epoch: 0  step: 28  img_loss: 0.1563  loss: 0.1563  data: 0.0148  batch: 0.0649  lr: 0.005000  max_mem: 201
eta: 0:01:12  epoch: 0  step: 29  img_loss: 0.1562  loss: 0.1562  data: 0.0106  batch: 0.0588  lr: 0.005000  max_mem: 201
eta: 0:01:10  epoch: 0  step: 30  img_loss: 0.1559  loss: 0.1559  data: 0.0118  batch: 0.0590  lr: 0.005000  max_mem: 201
eta: 0:01:08  epoch: 0  step: 31  img_loss: 0.1550  loss: 0.1550  data: 0.0118  batch: 0.0593  lr: 0.005000  max_mem: 201
eta: 0:01:07  epoch: 0  step: 32  img_loss: 0.1561  loss: 0.1561  data: 0.0124  batch: 0.0604  lr: 0.005000  max_mem: 201
